nasdaq-historical-chart
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
date;; value
2010-02-01;;2238.260
2010-03-01;;2397.960
2010-04-01;;2461.190
2010-05-01;;2257.040
2010-06-01;;2109.240
2010-07-01;;2254.700
2010-08-01;;2114.030
2010-09-01;;2368.620
2010-10-01;;2507.410
2010-11-01;;2498.230
2010-12-01;;2652.870
2011-01-01;;2700.080
2011-02-01;;2782.270
2011-03-01;;2781.070
2011-04-01;;2873.540
2011-05-01;;2835.300
2011-06-01;;2773.520
2011-07-01;;2756.380
2011-08-01;;2579.460
2011-09-01;;2415.400
2011-10-01;;2684.410
2011-11-01;;2620.340
2011-12-01;;2605.150
2012-01-01;;2813.840
2012-02-01;;2966.890
2012-03-01;;3091.570
2012-04-01;;3046.360
2012-05-01;;2827.340
2012-06-01;;2935.050
2012-07-01;;2939.520
2012-08-01;;3066.960
2012-09-01;;3116.230
2012-10-01;;2977.230
2012-11-01;;3010.240
2012-12-01;;3019.510
2013-01-01;;3142.130
2013-02-01;;3160.190
2013-03-01;;3267.520
2013-04-01;;3328.790
2013-05-01;;3455.910
2013-06-01;;3403.250
2013-07-01;;3626.370
2013-08-01;;3589.870
2013-09-01;;3771.480
2013-10-01;;3919.710
2013-11-01;;4059.890
2013-12-01;;4176.590
2014-01-01;;4103.880
2014-02-01;;4308.120
2014-03-01;;4198.990
2014-04-01;;4114.560
2014-05-01;;4242.620
2014-06-01;;4408.180
2014-07-01;;4369.770
2014-08-01;;4580.270
2014-09-01;;4493.390
2014-10-01;;4630.740
2014-11-01;;4791.630
2014-12-01;;4736.050
2015-01-01;;4635.240
2015-02-01;;4963.530
2015-03-01;;4900.880
2015-04-01;;4941.420
2015-05-01;;5070.030
2015-06-01;;4986.870
2015-07-01;;5128.280
2015-08-01;;4776.510
2015-09-01;;4620.160
2015-10-01;;5053.750
2015-11-01;;5108.670
2015-12-01;;5007.410
2016-01-01;;4613.950
2016-02-01;;4557.950
2016-03-01;;4869.850
2016-04-01;;4775.360
2016-05-01;;4948.050
2016-06-01;;4842.670
2016-07-01;;5162.130
2016-08-01;;5213.220
2016-09-01;;5312.000
2016-10-01;;5189.130
2016-11-01;;5323.680
2016-12-01;;5383.120
2017-01-01;;5614.790
2017-02-01;;5825.440
2017-03-01;;5911.740
2017-04-01;;6047.610
2017-05-01;;6198.520
2017-06-01;;6140.420
2017-07-01;;6348.120
2017-08-01;;6428.660
2017-09-01;;6495.960
2017-10-01;;6727.670
2017-11-01;;6873.970
2017-12-01;;6903.390
2018-01-01;;7411.480
2018-02-01;;7273.010
2018-03-01;;7063.440
2018-04-01;;7066.270
2018-05-01;;7442.120
2018-06-01;;7510.300
2018-07-01;;7671.790
2018-08-01;;8109.540
2018-09-01;;8046.350
2018-10-01;;7305.900
2018-11-01;;7330.540
2018-12-01;;6635.280
2019-01-01;;7281.740
2019-02-01;;7532.530
2019-03-01;;7729.320
2019-04-01;;8095.387
2019-05-01;;7453.148
2019-06-01;;8006.242
2019-07-01;;8175.418
2019-08-01;;7962.883
2019-09-01;;7999.340
2019-10-01;;8292.359
2019-11-01;;8665.473
2019-12-01;;8972.605
2020-01-01;;9150.938
2020-02-01;;8567.367
2020-03-01;;7700.098
2020-04-01;;8889.551
2020-05-01;;9489.871
2020-06-01;;10058.766
2020-07-01;;10745.273
2020-08-01;;11775.457
2020-09-01;;11167.508
2020-10-01;;10911.590
2020-11-01;;12198.740
2020-12-01;;12888.280
2021-01-01;;13070.690
2021-02-01;;13192.350
2021-03-01;;13246.870
2021-04-01;;13962.680
2021-05-01;;13748.740
2021-06-01;;14503.950
2021-07-01;;14672.680
2021-08-01;;15259.240
2021-09-01;;14448.580
2021-10-01;;15498.390
2021-11-01;;15537.690
2021-12-01;;15644.970
2022-01-01;;14239.880
2022-02-01;;13751.400
2022-03-01;;14220.520
2022-04-01;;12334.640
2022-05-01;;12081.390
2022-06-01;;11028.740
2022-07-01;;12390.690
2022-08-01;;11816.200
2022-09-01;;10575.620
2022-10-01;;10988.150
2022-11-01;;11468.000
2022-12-01;;10466.480
2023-01-01;;10305.240
